Classifier,AdaBoost,AdaBoost,AdaBoost,AdaBoost,AdaBoost,AdaBoost,AdaBoost,SMOTEBoost,SMOTEBoost,SMOTEBoost,SMOTEBoost,SMOTEBoost,SMOTEBoost,SMOTEBoost,AdaFair,AdaFair,AdaFair,AdaFair,AdaFair,AdaFair,AdaFair,RAMOBoost,RAMOBoost,RAMOBoost,RAMOBoost,RAMOBoost,RAMOBoost,RAMOBoost,CUSBoost,CUSBoost,CUSBoost,CUSBoost,CUSBoost,CUSBoost,CUSBoost
Score,Accuracy,Bal. Acc.,Eq.Odds,TPR Prot.,TPR Non-prot.,TNR Prot.,TNR Non-prot.,Accuracy,Bal. Acc.,Eq.Odds,TPR Prot.,TPR Non-prot.,TNR Prot.,TNR Non-prot.,Accuracy,Bal. Acc.,Eq.Odds,TPR Prot.,TPR Non-prot.,TNR Prot.,TNR Non-prot.,Accuracy,Bal. Acc.,Eq.Odds,TPR Prot.,TPR Non-prot.,TNR Prot.,TNR Non-prot.,Accuracy,Bal. Acc.,Eq.Odds,TPR Prot.,TPR Non-prot.,TNR Prot.,TNR Non-prot.
0,0.8979270532668591,0.7380949349679293,0.03294479075684301,0.5359550561797752,0.5139557266602502,0.9457281031703385,0.9566735644076565,0.9025190238782472,0.7575689512426398,0.026560500386144652,0.5516853932584269,0.5736284889316651,0.9489521762493284,0.9535695809622349,0.8949094725793755,0.7009035557639811,0.026499350967267125,0.43258426966292135,0.44850818094321465,0.954504746552033,0.9650801862390067,0.8781815796378903,0.7225805428031195,0.034870672820273674,0.5,0.5264677574590952,0.9260254343542899,0.9344283497154682,0.8893991078457097,0.8220262528896312,0.04269111940329469,0.7119815668202765,0.7476635514018691,0.9082668600435098,0.9152759948652118
1,0.8999606402519024,0.7438108703215518,0.04319198011568288,0.5487404162102957,0.5221238938053098,0.9433155080213904,0.9598909657320872,0.9014038310154815,0.7922623425728965,0.040928572611576466,0.660460021905805,0.6332350049164208,0.93048128342246,0.9441848390446521,0.8903175019679874,0.6911081171325365,0.02993201139713638,0.4348302300109529,0.41494591937069814,0.9520499108734403,0.9620976116303219,0.880346365783259,0.7374553724662418,0.04041800663170675,0.5596933187294633,0.5339233038348082,0.9203208556149732,0.9349688473520249,0.8964838625032799,0.8128593182587773,0.05683311564034063,0.6728110599078341,0.7233644859813084,0.9213197969543148,0.927599486521181
2,0.8974678562057203,0.7391619736858241,0.010600637161504597,0.5297356828193832,0.524975514201763,0.9477170993733214,0.9535575679172057,0.9026502230385726,0.7915565083949996,0.012315081244210165,0.6464757709251101,0.6395690499510284,0.9371530886302596,0.9425614489003881,0.8956966675413277,0.7035706756198794,0.01871415884775887,0.44052863436123346,0.4515181194906954,0.9563115487914056,0.9640362225097024,0.8758199947520335,0.7196771338194995,0.03462946307043535,0.4966960352422907,0.5230166503428012,0.9239033124440466,0.9322121604139716,0.897533455785883,0.8055253982738919,0.034494167219994404,0.6682027649769585,0.6934579439252336,0.9234952864394489,0.9327342747111682
3,0.8983206507478352,0.7388847767086109,0.05621841376792866,0.5016759776536313,0.5458937198067633,0.9454350927246791,0.9574357643394757,0.9028470217790606,0.7778041502147025,0.02091714316515455,0.6156424581005586,0.6057971014492753,0.9388373751783167,0.9499091616921879,0.8911702965101024,0.6909317863233294,0.03931868880978523,0.43687150837988825,0.4106280193236715,0.9514978601997147,0.9645730599532831,0.8733272107058515,0.7172666039332161,0.06367956861107739,0.5329608938547487,0.48695652173913045,0.9160128388017118,0.933688035297171,0.894384675938074,0.8063667515310411,0.07944456183219704,0.6497695852534562,0.719626168224299,0.9187817258883249,0.9283697047496791
4,0.9002886381527159,0.7438797942816786,0.051296091761010874,0.5550561797752809,0.5168431183830606,0.9456639078805326,0.9587469382493232,0.9010102335345054,0.7773187160339246,0.02924055557279421,0.6022471910112359,0.6198267564966313,0.9361281036344009,0.9477890937217996,0.8897927053266859,0.6939848278941865,0.011179574984647604,0.4303370786516854,0.4331087584215592,0.9512414537603454,0.9596493489751192,0.8762135922330098,0.7285467946108637,0.03194145123862628,0.5224719101123596,0.5380173243503369,0.9166966534724721,0.933092690473121,0.8908422986092889,0.8043375917534972,0.052589268223442884,0.6658986175115207,0.7065420560747664,0.9133430021754895,0.9252888318356868
5,0.8995670427709263,0.7506739565115532,0.0286400886074343,0.5432639649507119,0.5585054080629301,0.9423247559893523,0.9557234014845684,0.9020598268171084,0.7955175548586901,0.027405222822237618,0.6440306681270537,0.6607669616519174,0.9320319432120674,0.9427008725094413,0.8955654683810024,0.6994287831345087,0.021378259799828617,0.4424972617743702,0.43166175024582104,0.9559893522626441,0.9665321005339237,0.8741800052479665,0.7341467666977222,0.029718721338077056,0.5531215772179627,0.5408062930186824,0.9116237799467614,0.929027217085558,0.8911046969299397,0.8071329507223555,0.06046192048359619,0.6682027649769585,0.7158878504672898,0.9122552574329225,0.9250320924261874
6,0.8983862503279979,0.7416825467833201,0.057886592874163784,0.5525727069351231,0.5140096618357488,0.9402476224654585,0.959571170240248,0.9024534242980845,0.7721603012851848,0.015849484629864574,0.5950782997762863,0.6,0.9402476224654585,0.9511754068716094,0.8953686696405143,0.7009447671730589,0.023070316337473924,0.44854586129753915,0.43381642512077295,0.9563969136910102,0.9647377938517179,0.8745736027289426,0.723175003265571,0.06424994591551596,0.5458612975391499,0.4985507246376812,0.9160236856271308,0.932963058641178,0.8950406717397008,0.8155593579841771,0.04760432932597372,0.6889400921658986,0.7252336448598131,0.9155184916606236,0.926829268292683
7,0.8975990553660457,0.7429019357861646,0.015571136217865697,0.5390539053905391,0.5328109696376102,0.9446619217081851,0.953990122173122,0.9049462083442666,0.7958408734115244,0.0279850715629291,0.6402640264026402,0.6581782566111655,0.9361209964412811,0.9461918377956849,0.8913014956704277,0.6874626887743704,0.025676005322515495,0.40704070407040704,0.42115572967678744,0.9537366548042705,0.9652976345204055,0.878443977958541,0.7326005739410227,0.0177997534134227,0.5335533553355336,0.5406464250734574,0.9217081850533808,0.9324148687288797,0.8960902650223038,0.8280633192782045,0.014581229956540265,0.7396313364055299,0.7345794392523365,0.9137055837563451,0.9232349165596919
8,0.897730254526371,0.7397554802705976,0.0319636079201363,0.5375854214123007,0.5204567078972407,0.9427258264097578,0.9575607208148341,0.9004854368932039,0.7849977038801603,0.024477346652961973,0.6184510250569476,0.6403425309229306,0.9381297507512816,0.9407155915382607,0.891432694830753,0.6935937185792207,0.019697127544576754,0.42369020501138954,0.4329210275927688,0.9524482941488421,0.9629145991120397,0.8778535817370768,0.7317020857022107,0.051105977584948795,0.5558086560364465,0.5195052331113226,0.9188615874138236,0.9336641420736485,0.8941222776174232,0.8004854999187965,0.06677362300582636,0.6428571428571429,0.7009345794392523,0.920957215373459,0.9296534017971758
9,0.900682235633692,0.7495402790004055,0.02100657982643838,0.5405405405405406,0.5532338308457712,0.9470736994219653,0.9553869889431731,0.9082261873524009,0.7795545380179498,0.01089524865791848,0.6064864864864865,0.6079601990049751,0.9463511560693642,0.955772692208794,0.8949094725793755,0.6988317256913716,0.026906559490774536,0.4454054054054054,0.42786069651741293,0.9559248554913294,0.9652867060941116,0.8770663867751246,0.7253880562048131,0.013559745780577045,0.5243243243243243,0.5203980099502488,0.9228684971098265,0.9325019285163281,0.8926790868538441,0.7811434493342932,0.026258447783978595,0.6382488479262672,0.6261682242990654,0.9224075416968818,0.9365853658536586
